iter	RMSE
339	0.2237122254
340	0.2236697316
341	0.2236358342
342	0.2228000824
343	0.2227160357
344	0.2221839114
345	0.2221322375
346	0.2220717126
347	0.2220317574
348	0.2212830082
349	0.2212498094
350	0.2211518095
351	0.2204545528
352	0.2203773205
353	0.2203379561
354	0.2194891013
355	0.2189668008
356	0.2189027604
357	0.2183763351
358	0.2182926171
359	0.2182616021
360	0.2180309068
361	0.2179884523
362	0.2179525979
363	0.2178923902
364	0.2178618608
365	0.2174674758
366	0.2168086141
367	0.2158992724
368	0.2151202657
369	0.2143788421
370	0.2143359017
371	0.2136251283
372	0.2130463079
373	0.2128111824
374	0.2122202092
375	0.212186137
376	0.2119623245
377	0.2112988974
378	0.2112576268
379	0.2111709295
380	0.2109646534
381	0.2108608315
382	0.2107763258
383	0.2105600772
384	0.2098546101
385	0.2098274766
386	0.2097969414
387	0.2097128986
388	0.2096528378
389	0.2091381865
390	0.2083652345
391	0.2077841363
392	0.2072203159
393	0.2065840878
394	0.2058174732
395	0.2056818721
396	0.205095646
397	0.205059296
398	0.2050329544
399	0.2043471945
400	0.2042040817
401	0.2039991417
402	0.203928501
403	0.2038987617
404	0.2034761625
405	0.2031133325
406	0.2029746493
407	0.2023891612
408	0.2018051062
409	0.2017718498
410	0.2012965078
411	0.2007448079
412	0.2001731766
413	0.1999916243
414	0.1996201717
415	0.1990645106
416	0.1990293946
417	0.198960532
418	0.1983116643
419	0.1979136035
420	0.1976162771
421	0.197375425
422	0.1970918084
423	0.1970044673
424	0.1968228289
425	0.1967546444
426	0.1961834014
427	0.1961422891
428	0.1955665213
429	0.1954879202
430	0.1954442947
431	0.1949306907
432	0.194304255
433	0.1938774671
434	0.1933804281
435	0.1929106176
436	0.1927805471
437	0.1923059086
438	0.1919910041
439	0.1918521439
440	0.1915312906
441	0.1909252233
442	0.1908599209
443	0.190760521
444	0.1902659089
445	0.1900591205
446	0.1895933127
447	0.1894391426
448	0.1893295086
449	0.1892145432
450	0.189190774
451	0.1890661588
452	0.1885670048
453	0.1881285293
454	0.1876628061
455	0.1876110813
456	0.1871130017
457	0.1869026954
458	0.1864741884
459	0.1860966201
460	0.1855548646
461	0.1852605788
462	0.185173718
463	0.1847732278
464	0.184739268
465	0.1846274976
466	0.1845428189
467	0.1843921496
468	0.1838686833
469	0.183796063
470	0.1836816523
471	0.1834673623
472	0.1832827347
473	0.1832211339
474	0.1831092449
475	0.1829952953
476	0.1827117728
477	0.1822646349
478	0.1822310619
479	0.1820216291
480	0.1816684589
481	0.1813670718
482	0.1809826935
483	0.1806011686
484	0.1802545116
485	0.179930877
486	0.179859732
487	0.1797860481
488	0.1796513678
489	0.179597851
490	0.1791631903
491	0.1786938665
492	0.1785651512
493	0.1780730132
494	0.1779895666
495	0.1772584549
496	0.177190233
497	0.176868221
498	0.1765500104
499	0.1763041463
500	0.1757570122
501	0.1755853187
502	0.1752406397
503	0.1751287813
504	0.1750035833
505	0.1746419124
506	0.1743085571
507	0.1742841614
508	0.173874483
509	0.173827367
510	0.1736369088
511	0.1735220365
512	0.1733589302
513	0.1732475976
514	0.1731954656
515	0.1729458898
516	0.1725862988
517	0.1725104864
518	0.1721421648
519	0.1720015652
520	0.1719340843
521	0.1716398962
522	0.1712743415
523	0.1710044358
524	0.1708494397
525	0.1705083836
526	0.1700631686
527	0.1697264668
528	0.1694105799
529	0.1690724648
530	0.1690488615
531	0.1686727925
532	0.168251883
533	0.1682294095
534	0.1681956289
535	0.1679845108
536	0.1676892132
537	0.167347657
538	0.1673280361
539	0.1671416092
540	0.1668555287
541	0.1666492026
542	0.1663444569
543	0.166259598
544	0.1659159084
545	0.1658562332
546	0.1658267816
547	0.1657568357
548	0.165307425
549	0.1651256326
550	0.1647277454
551	0.1645739126
552	0.1645214865
553	0.1644079784
554	0.1642405236
555	0.1641084815
556	0.1640609139
557	0.1637007198
558	0.1636514033
559	0.1632602412
560	0.1632053571
561	0.1628423213
562	0.1624760824
563	0.1621644005
564	0.1620796434
565	0.1619965002
566	0.161883019
567	0.1615610031
568	0.1613768074
569	0.161015567
570	0.16099891
571	0.1608466238
572	0.1605875563
573	0.1602890795
574	0.1602671108
575	0.1601348503
576	0.160003254
577	0.159628121
578	0.159314865
579	0.1589741931
580	0.1587980955
581	0.1587229545
582	0.1585684426
583	0.1582460772
584	0.1579162332
585	0.1577360469
586	0.1575462804
587	0.1572488771
588	0.1572225612
589	0.1572046558
590	0.1571730589
591	0.156798472
592	0.1566652391
593	0.1563328684
594	0.1560843632
595	0.1560191321
596	0.1557069267
597	0.1553870714
598	0.1550870472
599	0.154956292
600	0.1548263272
601	0.1548106595
602	0.1545985589
603	0.1545597409
604	0.1542507319
605	0.1540004151
606	0.1538494901
607	0.1535248471
608	0.1534784739
609	0.1533067984
610	0.1530090773
611	0.1528785943
612	0.1527607602
613	0.1525593044
614	0.1522561437
615	0.1519293092
616	0.1518011695
617	0.1514478483
618	0.1511670679
619	0.1507774073
620	0.1505566013
621	0.1505366137
622	0.1504525884
623	0.1502766557
624	0.150093804
625	0.1499800789
626	0.1498597473
627	0.1498005147
628	0.1494307975
629	0.1491181307
630	0.1488415256
631	0.1487897433
632	0.1487416229
633	0.1484405062
634	0.1482753727
635	0.1480975867
636	0.1478133194
637	0.1476054786
638	0.1475821096
639	0.1475567562
640	0.1472347022
641	0.1471282912
642	0.1469670695
643	0.1467513429
644	0.1466289369
645	0.1464153971
646	0.1462973213
647	0.1462641359
648	0.146247667
649	0.1459592574
650	0.1458168744
651	0.1455137578
652	0.1454912821
653	0.1453890213
654	0.1453401356
655	0.145206444
656	0.1450133112
657	0.1447775498
658	0.1444821754
659	0.1443806251
660	0.1443664124
661	0.1443423163
662	0.1443205525
663	0.1443003252
664	0.1442539798
665	0.1442328953
666	0.1439796935
667	0.1437383842
668	0.1436519299
669	0.1434711369
670	0.1432774987
671	0.1432627477
672	0.1430394855
673	0.1429533733
674	0.1429025464
675	0.1426620277
676	0.142620931
677	0.1424048948
678	0.1422043068
679	0.1421834797
680	0.1420877944
681	0.1419972044
682	0.1419842214
683	0.1418597968
684	0.141684341
685	0.1416639187
686	0.1415427951
687	0.1413022259
688	0.1412088798
689	0.1408479077
690	0.1407798572
691	0.1405458518
692	0.1405314464
693	0.1402597268
694	0.1400667613
695	0.1399159463
696	0.1398924691
697	0.1397258291
698	0.1396265895
699	0.1395760162
700	0.1395474448
701	0.1394901991
702	0.1393916315
703	0.1391662368
704	0.1388740631
705	0.1387367685
706	0.1384731964
707	0.1381981504
708	0.1381846701
709	0.1380988092
710	0.1380794353
711	0.1380519881
712	0.1377429077
713	0.1373729296
714	0.1372600625
715	0.1372452966
716	0.1369743922
717	0.1367405696
718	0.1364753757
719	0.1362149055
720	0.1361988937
721	0.136072147
722	0.135806186
723	0.1356982366
724	0.135574234
725	0.1355205477
726	0.1352567274
727	0.1350146009
728	0.1349059737
729	0.1347582182
730	0.1346649646
731	0.1346239534
732	0.1345896296
733	0.1345760887
734	0.1344724474
735	0.1341915356
736	0.1339831946
737	0.1338818107
738	0.1338005001
739	0.1337848719
740	0.1336441142
741	0.1335122282
742	0.1334622065
743	0.1333199457
744	0.1330648966
745	0.1329431605
746	0.132884798
747	0.1328594874
748	0.1328267937
749	0.1327708617
750	0.1325347033
751	0.1323214711
752	0.1322332701
753	0.1320075802
754	0.1319084519
755	0.1316423045
756	0.1313790846
757	0.1311560487
758	0.1310761559
759	0.1309986532
760	0.1308788706
761	0.130689365
762	0.1306083641
763	0.1304356087
764	0.1304188451
765	0.1302011948
766	0.1300425876
767	0.1297258821
768	0.1295266127
769	0.1295088185
770	0.1294906259
771	0.1292925878
772	0.1292806329
773	0.1290596712
774	0.1290469236
775	0.1288953844
776	0.1286478633
777	0.1284789873
778	0.1283034248
779	0.1280786184
780	0.128056983
781	0.1278181747
782	0.1276427276
783	0.127399714
784	0.1272634777
785	0.1270923022
786	0.1268557955
787	0.1267848644
788	0.1265456019
789	0.1262901772
790	0.1261078434
791	0.1260953916
792	0.1260712844
793	0.125866614
794	0.1256891772
795	0.1255822524
796	0.1255680762
797	0.1254121791
798	0.1253233049
799	0.1252003754
800	0.1249760589
801	0.124911444
802	0.1247858686
803	0.1245092104
804	0.1242847682
805	0.1240869122
806	0.1238678211
807	0.1237596582
808	0.1235834083
809	0.1235695207
810	0.1233460217
811	0.1233175076
812	0.1231007525
813	0.1228591722
814	0.1228382317
815	0.1225712525
816	0.1223487428
817	0.1223072752
818	0.1220376042
819	0.1219356798
820	0.1218725906
821	0.1217657489
822	0.121660364
823	0.1214151764
824	0.1213898663
825	0.1211964227
826	0.1210549558
827	0.1208872408
828	0.1206454781
829	0.1205162511
830	0.1202842133
831	0.1200596058
832	0.120023765
833	0.1198709982
834	0.1198534829
835	0.119714815
836	0.119696848
837	0.1194960036
838	0.119300051
839	0.1192564346
840	0.1190681851
841	0.1189945393
842	0.1188526579
843	0.1186880936
844	0.1186745418
845	0.1185540276
846	0.118530723
847	0.1184578785
848	0.118321555
849	0.1181863224
850	0.1179942148
851	0.1177530682
852	0.1175625948
853	0.1173364713
854	0.117185845
855	0.1171191807
856	0.1170530203
857	0.1169807329
858	0.1168374676
859	0.1168141185
860	0.1166839678
861	0.1166734377
862	0.1165751968
863	0.1164141795
864	0.1162643794
865	0.1162384084
866	0.1161075146
867	0.1159288559
868	0.1158345631
869	0.1157848689
870	0.1156326925
871	0.1154732221
872	0.1154214219
873	0.1153914757
874	0.1153298421
875	0.115163632
876	0.1150224572
877	0.1148682143
878	0.1147907104
879	0.1147749707
880	0.1147194249
881	0.114520485
882	0.1145076608
883	0.1144825834
884	0.1144656116
885	0.1144472669
886	0.1142836883
887	0.1141972874
888	0.1140102646
889	0.1139171738
890	0.1138034496
891	0.1137645203
892	0.113703738
893	0.1135699771
894	0.1134255716
895	0.1134099484
896	0.1133758916
897	0.113351134
898	0.1133253067
899	0.1132872736
900	0.1132605637
901	0.1132445077
902	0.1130589162
903	0.1129302941
904	0.1128128026
905	0.1127992309
906	0.1125825145
907	0.1123698598
908	0.1123110217
909	0.1120625334
910	0.112032865
911	0.111984963
912	0.1119221334
913	0.1119154418
914	0.1118703486
915	0.1117273278
916	0.1115592646
917	0.1114337772
918	0.111289513
919	0.1111403018
920	0.1111267689
921	0.1111054855
922	0.110898241
923	0.1108103037
924	0.1108006749
925	0.1106660717
926	0.1106106888
927	0.110520809
928	0.1103385362
929	0.1103228481
930	0.1102341893
931	0.1102201773
932	0.1101182712
933	0.1100922293
934	0.109955054
935	0.109809726
936	0.10964839
937	0.109574951
938	0.1093836802
939	0.1092131443
940	0.1091980066
941	0.1091656024
942	0.1090854446
943	0.1089350023
944	0.1089245231
945	0.1089020424
946	0.1087372895
947	0.1086828404
948	0.1085911163
949	0.1083876222
950	0.1083701612
951	0.1082392578
952	0.1081637523
953	0.1080933683
954	0.1079631502
955	0.1079038885
956	0.1078930459
957	0.107696978
958	0.1076196777
959	0.107471494
960	0.1074305321
961	0.1073549394
962	0.1072308895
963	0.1070931827
964	0.1069018245
965	0.1068853603
966	0.1066938809
967	0.1065514581
968	0.1065259362
969	0.1063904709
970	0.1063095474
971	0.1062812106
972	0.1061631512
973	0.1061420779
974	0.1059654367
975	0.1058714286
976	0.1058407401
977	0.1058278465
978	0.1058174784
979	0.1056149154
980	0.1056084502
981	0.1055159972
982	0.1054664079
983	0.1054092401
984	0.1053438323
985	0.1051560448
986	0.1050260345
987	0.105014739
988	0.1049929584
989	0.1048990158
990	0.1048372464
991	0.1046851076
992	0.1045039293
993	0.1044722336
994	0.1043520544
995	0.104290664
996	0.1042445222
997	0.1041709776
998	0.1041601634
999	0.103986728
63583
